source	target
PAX5	WIPI2
PAX5	WNK1
PAX5	WNT10A
PAX5	XBP1
PAX5	XXYLT1
PAX5	XYLT1
PAX5	ZBTB38
PAX5	ZC3H12D
PAX5	ZFAT
PAX5	ZFP36L1
PAX5	ZFP36L2
PAX5	ZMIZ1
PAX5	ZNF365
PAX5	ZNF608
PAX6	A1CF
PAX6	ACADVL
PAX6	ACTB
PAX6	ACTG1
PAX6	ADAMTSL1
PAX6	ADD3
PAX6	ADGRG6
PAX6	ADGRL3
PAX6	AJUBA
PAX6	AK5
PAX6	ANXA1
PAX6	ANXA2
PAX6	AP2B1
PAX6	ARAP3
PAX6	ARHGEF12
PAX6	ARHGEF3
PAX6	ARID5B
PAX6	ASAP1
PAX6	ATXN7
PAX6	BCL2L13
PAX6	CAMK2D
PAX6	CAPN2
PAX6	CC2D2A
PAX6	CCDC140
PAX6	CCDC80
PAX6	CCDC85B
PAX6	CD151
PAX6	CDH17
PAX6	CDH2
PAX6	CDK10
PAX6	CDKN2B
PAX6	CFL1
PAX6	CITED2
PAX6	CLCN3
PAX6	COL25A1
PAX6	CRIM1
PAX6	CTBS
PAX6	CTNND2
PAX6	CUBN
PAX6	CYCS
PAX6	DCBLD2
PAX6	DDX3X
PAX6	DDX47
PAX6	DHRS3
PAX6	DIO2
PAX6	DKK1
PAX6	DLC1
PAX6	DLEU1
PAX6	DLGAP1
PAX6	DLX1
PAX6	DMRTA2
PAX6	DNAJA1
PAX6	DOCK10
PAX6	DPYD
PAX6	DROSHA
PAX6	DST
PAX6	EEF1A1
PAX6	EFEMP1
PAX6	EFHC1
PAX6	EFNA5
PAX6	EIF1
PAX6	EMP1
PAX6	ENC1
PAX6	ENPP2
PAX6	EPS8
PAX6	ERGIC1
PAX6	ETS1
PAX6	ETV1
PAX6	F3
PAX6	FABP7
PAX6	FAM98C
PAX6	FAT1
PAX6	FGGY
PAX6	FMN2
PAX6	FNDC3B
PAX6	FOLR3
PAX6	FOXB1
PAX6	FOXG1
PAX6	FOXP1
PAX6	FRMD5
PAX6	FRYL
PAX6	FTL
PAX6	GADD45A
PAX6	GATA4
PAX6	GATA6
PAX6	GCG
PAX6	GCK
PAX6	GEM
PAX6	GLIS3
PAX6	GLS
PAX6	GLT8D1
PAX6	GNAS
PAX6	GPCPD1
PAX6	GRIP1
PAX6	H3-3B
PAX6	H4C6
PAX6	HAND1
PAX6	HAND2
PAX6	HDAC9
PAX6	HEXIM1
PAX6	HIVEP2
PAX6	HIVEP3
PAX6	HMCN1
PAX6	HMGA1
PAX6	HMGN2
PAX6	HNRNPA1
PAX6	HNRNPA2B1
PAX6	HNRNPDL
PAX6	HNRNPUL1
PAX6	HSP90AA2P
PAX6	ID2
PAX6	ID3
PAX6	IER5
PAX6	IFIT2
PAX6	IFITM10
PAX6	IGF2BP3
PAX6	IL15
PAX6	IMPDH2
PAX6	INPP4B
PAX6	IPO4
PAX6	IQGAP2
PAX6	IRF2BP2
PAX6	ISL1
PAX6	ITGA1
PAX6	ITGA5
PAX6	ITGB1
PAX6	ITGB5
PAX6	ITGB6
PAX6	JMJD1C
PAX6	JUN
PAX6	KCNH7
PAX6	KCNIP4
PAX6	KCNMA1
PAX6	KCNT2
PAX6	KCTD1
PAX6	KITLG
PAX6	KLF6
PAX6	KRT12
PAX6	KRT18
PAX6	KRT7
PAX6	KRT86
PAX6	L1CAM
PAX6	LBH
PAX6	LHFPL2
PAX6	LIF
PAX6	LILRB1
PAX6	LIMA1
PAX6	LIMCH1
PAX6	LINC01551
PAX6	LOXL2
PAX6	LPP
PAX6	LRATD2
PAX6	LRRC14
PAX6	LYPD6B
PAX6	MAL2
PAX6	MAP3K4
PAX6	MAP4K2
PAX6	MAST4
PAX6	MAT2A
PAX6	ME3
PAX6	MECOM
PAX6	MELTF
PAX6	MET
PAX6	MID1
PAX6	MIDN
PAX6	MITF
PAX6	MME
PAX6	MMP2
PAX6	MOV10
PAX6	MPI
PAX6	MRNIP
PAX6	MTHFD2L
PAX6	MUSK
PAX6	MYEOV
PAX6	MYH9
PAX6	MYL12A
PAX6	MYL6
PAX6	MYLK
PAX6	MYO1E
PAX6	MYOF
PAX6	MYOZ3
PAX6	NABP1
PAX6	NANOG
PAX6	NCOR2
PAX6	NECAB2
PAX6	NEDD4L
PAX6	NEDD9
PAX6	NEK6
PAX6	NEUROG2
PAX6	NFE2L3
PAX6	NFIB
PAX6	NHLRC4
PAX6	NR2F2
PAX6	NRG1
PAX6	NRN1
PAX6	NT5E
PAX6	OLFM3
PAX6	OSR2
PAX6	P3H2
PAX6	PALLD
PAX6	PARD3
PAX6	PAX5
PAX6	PBX1
PAX6	PCF11
PAX6	PCSK1
PAX6	PCYT1A
PAX6	PDE4D
PAX6	PDGFC
PAX6	PDHX
PAX6	PDLIM5
PAX6	PHLDB2
PAX6	PIGQ
PAX6	PITX2
PAX6	PKM
PAX6	PLAC9
PAX6	PLAU
PAX6	PLCB1
PAX6	PLEKHG6
PAX6	PLIN2
PAX6	PLK2
PAX6	PNN
PAX6	POLR2B
PAX6	POLR2L
PAX6	POU3F2
PAX6	POU4F1
PAX6	POU5F1
PAX6	PPFIA2
PAX6	PPM1H
PAX6	PPP1R1C
PAX6	PPP1R3C
PAX6	PPP2R2B
PAX6	PRKAG2
PAX6	PRKCE
PAX6	PRKCH
PAX6	PROX1
PAX6	PRPF31
PAX6	PRPF8
PAX6	PRUNE2
PAX6	PSAP
PAX6	PSD3
PAX6	PTPRB
PAX6	RAB26
PAX6	RAD51B
PAX6	RARB
PAX6	RASSF8
PAX6	RBMS1
PAX6	RBMS3
PAX6	RCC1
PAX6	RELN
PAX6	RHO
PAX6	RIC8A
PAX6	RIMS1
PAX6	RND3
PAX6	RP1
PAX6	RPGR
PAX6	RPL14
PAX6	RPL15
PAX6	RPL22L1
PAX6	RPL3
PAX6	RPL31
PAX6	RPL37
PAX6	RPL37A
PAX6	RPL7
PAX6	RPL9P7
PAX6	RPS14
PAX6	RPS23
PAX6	RPS24
PAX6	RPS26
PAX6	RPS27A
PAX6	RTN1
PAX6	RTTN
PAX6	RUFY1
PAX6	RUNX1
PAX6	SAP18
PAX6	SAP30BP
PAX6	SASH1
PAX6	SATB2
PAX6	SEMA3A
PAX6	SEMA3C
PAX6	SERPINE1
PAX6	SFPQ
PAX6	SH3RF2
PAX6	SHOX2
PAX6	SHROOM3
PAX6	SIL1
PAX6	SIM1
PAX6	SIPA1L1
PAX6	SIX3
PAX6	SLC25A10
PAX6	SLC25A26
PAX6	SLC2A1
PAX6	SLC39A13
PAX6	SLC3A2
PAX6	SLC4A10
PAX6	SLC7A11
PAX6	SLC7A6OS
PAX6	SLC8A1
PAX6	SMAD3
PAX6	SMAD6
PAX6	SNAP47
PAX6	SP8
PAX6	SPARC
PAX6	SPATS2
PAX6	SPRED1
PAX6	SPRY1
PAX6	SPRY2
PAX6	SPSB3
PAX6	SPTBN1
PAX6	SRSF3
PAX6	SSR3
PAX6	ST3GAL6
PAX6	ST7L
PAX6	STAC
PAX6	STAU2
PAX6	STXBP5
PAX6	SUSD1
PAX6	SYBU
PAX6	TAL1
PAX6	TBC1D8
PAX6	TBX15
PAX6	TBX20
PAX6	TEAD1
PAX6	TFAP2A
PAX6	TFEC
PAX6	TGM2
PAX6	THUMPD3
PAX6	TLN2
PAX6	TM4SF1
PAX6	TM4SF18
PAX6	TMC1
PAX6	TMEM126A
PAX6	TMSB4X
PAX6	TNFRSF12A
PAX6	TNPO1
PAX6	TNS3
PAX6	TOR3A
PAX6	TPM1
PAX6	TRNP1
PAX6	TSC22D2
PAX6	TUBA1A
PAX6	TXNRD1
PAX6	UACA
PAX6	UBC
PAX6	UBE2H
PAX6	UBE2N
PAX6	UBE2S
PAX6	UCKL1
PAX6	UQCC1
PAX6	UTRN
PAX6	VGLL2
PAX6	VGLL4
PAX6	VIM
PAX6	VMP1
PAX6	VPS13D
PAX6	VSX2
PAX6	WDR70
PAX6	WWOX
PAX6	WWTR1
PAX6	ZBED5
PAX6	ZBTB20
PAX6	ZBTB38
PAX6	ZFAND5
PAX6	ZIC1
PAX6	ZMIZ2
PAX6	ZMYND8
PAX6	ZNF513
PAX6	ZNF608
PAX6	ZPLD1
PAX8	ABCA8
PAX8	ABCC4
PAX8	ABLIM1
PAX8	ABLIM2
PAX8	ACAP2
PAX8	ACOXL
PAX8	ADAMTS3
PAX8	ADAMTSL1
PAX8	ADARB2
PAX8	ADCY2
PAX8	ADGRL2
PAX8	ADGRV1
PAX8	ADRB1
PAX8	AFF3
PAX8	AGAP1
PAX8	AHCTF1
PAX8	AHCYL2
PAX8	AJAP1
PAX8	AKAP6
PAX8	ALDH1A2
PAX8	ALK
PAX8	ANK3
PAX8	ANKFY1
PAX8	ANKRD28
PAX8	ANKS1B
PAX8	ARHGAP12
PAX8	ARHGAP20
PAX8	ARHGAP24
PAX8	ARHGAP26
PAX8	ARHGEF4
PAX8	ARID5B
PAX8	ARPP21
PAX8	ASXL1
PAX8	ATE1
PAX8	ATP10B
PAX8	ATP2B2
PAX8	ATP9A
PAX8	ATRNL1
PAX8	ATXN1
PAX8	ATXN7L1
PAX8	AUTS2
PAX8	AXDND1
PAX8	BANK1
PAX8	BCAS3
PAX8	BCL2
PAX8	BNC2
PAX8	CACHD1
PAX8	CACNA1A
PAX8	CACNA1C
PAX8	CACNA2D1
PAX8	CACNB2
PAX8	CALN1
PAX8	CAPZB
PAX8	CBLB
PAX8	CCDC171
PAX8	CCDC57
PAX8	CCDC6
PAX8	CCDC7
PAX8	CCNJL
PAX8	CD36
PAX8	CDC42BPA
PAX8	CDH1
PAX8	CDH12
PAX8	CDH18
PAX8	CDH23
PAX8	CDH4
PAX8	CDH6
PAX8	CDK14
PAX8	CDYL
PAX8	CFAP61
PAX8	CIT
PAX8	CLVS1
PAX8	CNBD1
PAX8	CNTN4
PAX8	CNTN5
PAX8	CNTN6
PAX8	CNTNAP2
PAX8	COL11A1
PAX8	COL12A1
PAX8	COL14A1
PAX8	COL22A1
PAX8	CORO2B
PAX8	CPLX2
PAX8	CPNE4
PAX8	CREB5
PAX8	CRTC1
PAX8	CSMD1
PAX8	CSMD2
PAX8	CSMD3
PAX8	CTBS
PAX8	CTC1
PAX8	CTNNA1
PAX8	CTNNA2
PAX8	CTNNA3
PAX8	CTNND1
PAX8	CTNND2
PAX8	CUBN
PAX8	CUX1
PAX8	DAB1
PAX8	DCC
PAX8	DCDC1
PAX8	DENND1B
PAX8	DENND2B
PAX8	DGKB
PAX8	DGKG
PAX8	DGKI
PAX8	DIO2
PAX8	DIP2C
PAX8	DIPK1A
PAX8	DLG2
PAX8	DLGAP4
PAX8	DMD
PAX8	DNAH11
PAX8	DNAH14
PAX8	DNAH5
PAX8	DNAH9
PAX8	DOCK1
PAX8	DOCK4
PAX8	DOCK9
PAX8	DPF3
PAX8	DPP10
PAX8	DPP6
PAX8	DPYD
PAX8	DYM
PAX8	DYNC1I1
PAX8	DYNC2H1
PAX8	E2F1
PAX8	EBF1
PAX8	EDIL3
PAX8	EGLN3
PAX8	EGR2
PAX8	ELMO1
PAX8	ENAH
PAX8	EPHB1
PAX8	ERBB4
PAX8	ERC1
PAX8	ERG
PAX8	ESRRG
PAX8	ETV6
PAX8	EXOC4
PAX8	F2R
PAX8	FA2H
PAX8	FAM135B
PAX8	FAM171A1
PAX8	FARP1
PAX8	FBXL7
PAX8	FBXO42
PAX8	FBXW11
PAX8	FGF12
PAX8	FHIT
PAX8	FLNB
PAX8	FMN2
PAX8	FNDC3B
PAX8	FOXJ3
PAX8	FOXP1
PAX8	FOXP2
PAX8	FRMD4A
PAX8	FRMD4B
PAX8	GALNT13
PAX8	GALNT14
PAX8	GALNT17
PAX8	GALNT2
PAX8	GALNTL6
PAX8	GAS7
PAX8	GATA3
PAX8	GHR
PAX8	GLIS3
PAX8	GMDS
PAX8	GPC5
PAX8	GPD2
PAX8	GRIK2
PAX8	GRIN2A
PAX8	GRIN2B
PAX8	GRIP1
PAX8	GRM7
PAX8	GRM8
PAX8	HDAC4
PAX8	HDAC9
PAX8	HECW2
PAX8	HEG1
PAX8	HHEX
PAX8	HIVEP3
PAX8	HK1
PAX8	HMCN1
PAX8	HNRNPC
PAX8	IL1R1
PAX8	IQCJ
PAX8	ITGA8
PAX8	ITIH5
PAX8	ITPR1
PAX8	ITPR2
PAX8	JCAD
PAX8	JMJD1C
PAX8	KALRN
PAX8	KAZN
PAX8	KCNH7
PAX8	KCNIP1
PAX8	KCNIP4
PAX8	KCNJ6
PAX8	KCNMA1
PAX8	KCNN2
PAX8	KCNN3
PAX8	KCNQ3
PAX8	KDM4C
PAX8	KIAA1217
PAX8	KIF16B
PAX8	KIF6
PAX8	L1CAM
PAX8	LAMC1
PAX8	LARGE1
PAX8	LARS1
PAX8	LDLR
PAX8	LHFPL2
PAX8	LHFPL3
PAX8	LMBR1
PAX8	LNX1
PAX8	LPP
PAX8	LRGUK
PAX8	LRP1B
PAX8	LRP2
PAX8	LRRIQ3
PAX8	LRRK2
PAX8	LSAMP
PAX8	LUZP2
PAX8	LYPD6B
PAX8	LYRM4
PAX8	MACROD2
PAX8	MAD1L1
PAX8	MAGI2
PAX8	MALRD1
PAX8	MARCHF1
PAX8	MARK3
PAX8	MAST3
PAX8	MB21D2
PAX8	MBP
PAX8	MCC
PAX8	MCF2L
PAX8	MCF2L2
PAX8	MDGA2
PAX8	ME3
PAX8	MECOM
PAX8	MEF2C
PAX8	MFAP3
PAX8	MGAT4C
PAX8	MKLN1
PAX8	MPP7
PAX8	MSR1
PAX8	MYLK
PAX8	MYO10
PAX8	MYO16
PAX8	NAALADL2
PAX8	NALCN
PAX8	NAV2
PAX8	NAV3
PAX8	NBAS
PAX8	NCAM1
PAX8	NCAM2
PAX8	NCK2
PAX8	NCKAP5
PAX8	NCOA1
PAX8	NEDD4L
PAX8	NELL1
PAX8	NELL2
PAX8	NFASC
PAX8	NFATC2
PAX8	NFIA
PAX8	NGEF
PAX8	NKAIN1
PAX8	NKAIN2
PAX8	NKX2-1
PAX8	NLGN1
PAX8	NMNAT2
PAX8	NPAS3
PAX8	NRCAM
PAX8	NRG1
PAX8	NRG3
PAX8	NRXN1
PAX8	NTM
PAX8	NTNG1
PAX8	OFCC1
PAX8	PAK1
PAX8	PAM
PAX8	PAPPA2
PAX8	PARD3B
PAX8	PARVA
PAX8	PATJ
PAX8	PBX1
PAX8	PCCA
PAX8	PCDH15
PAX8	PCLO
PAX8	PCNX2
PAX8	PDE10A
PAX8	PDE1C
PAX8	PDE4B
PAX8	PDZD2
PAX8	PDZRN4
PAX8	PFKFB3
PAX8	PFKP
PAX8	PHACTR3
PAX8	PHC3
PAX8	PHF20
PAX8	PICALM
PAX8	PLA2G4A
PAX8	PLB1
PAX8	PLCB1
PAX8	PLCB4
PAX8	PLCG2
PAX8	PLD1
PAX8	PLXNA2
PAX8	PMEPA1
PAX8	POT1
PAX8	PPFIA2
PAX8	PPP1R3A
PAX8	PPP2R2C
PAX8	PRIM2
PAX8	PRKAG2
PAX8	PRKCH
PAX8	PRKG1
PAX8	PRKN
PAX8	PRPF31
PAX8	PTK2
PAX8	PTPN12
PAX8	PTPRD
PAX8	PTPRG
PAX8	PTPRM
PAX8	PTPRT
PAX8	PXDN
PAX8	R3HDM2
PAX8	RANBP17
PAX8	RAP1GAP2
PAX8	RARB
PAX8	RBFOX1
PAX8	RBFOX3
PAX8	RBM33
PAX8	RBMS3
PAX8	RDX
PAX8	RELN
PAX8	RGS9
PAX8	RHBDD1
PAX8	RIMS1
PAX8	ROBO1
PAX8	ROBO2
PAX8	RP1
PAX8	RPTOR
PAX8	RUNX1
PAX8	RYR2
PAX8	SAMD12
PAX8	SASH1
PAX8	SCARB1
PAX8	SCMH1
PAX8	SDK1
PAX8	SEM1
PAX8	SEMA3A
PAX8	SEPTIN9
PAX8	SHANK2
PAX8	SLC12A8
PAX8	SLC13A3
PAX8	SLC1A2
PAX8	SLC22A23
PAX8	SLC3A1
PAX8	SLC44A3
PAX8	SLC5A5
PAX8	SLC8A1
PAX8	SLC9A8
PAX8	SLIT2
PAX8	SLIT3
PAX8	SMAD3
PAX8	SMAP2
PAX8	SMARCA4
PAX8	SMYD3
PAX8	SND1
PAX8	SORBS1
PAX8	SORCS1
PAX8	SORCS2
PAX8	SOS1
PAX8	SOX2
PAX8	SOX5
PAX8	SOX6
PAX8	SPAG17
PAX8	SPATS2L
PAX8	SPEF2
PAX8	SPINK5
PAX8	SPOCK1
PAX8	SPRED2
PAX8	SPTBN1
PAX8	ST3GAL3
PAX8	ST6GAL1
PAX8	ST6GALNAC3
PAX8	ST8SIA6
PAX8	STMND1
PAX8	STXBP6
PAX8	SVIL
PAX8	SYNE1
PAX8	SYNE2
PAX8	SYT1
PAX8	TAFA1
PAX8	TBC1D4
PAX8	TBL1XR1
PAX8	TENM2
PAX8	TENM4
PAX8	TERT
PAX8	TG
PAX8	TGFBR3
PAX8	THPO
PAX8	THSD7A
PAX8	THSD7B
PAX8	TIAM2
PAX8	TLN2
PAX8	TMEM108
PAX8	TMEM117
PAX8	TMEM161B
PAX8	TMEM65
PAX8	TNNI3K
PAX8	TNS3
PAX8	TOX2
PAX8	TP53
PAX8	TPO
PAX8	TPRG1
PAX8	TRAPPC9
PAX8	TRIO
PAX8	TRPC6
PAX8	TSHR
PAX8	TSHZ2
PAX8	TTC27
PAX8	UBE2H
PAX8	UGGT2
PAX8	UNC5A
PAX8	UQCC1
PAX8	USH2A
PAX8	UTRN
PAX8	VAV3
PAX8	VIT
PAX8	VPS41
PAX8	VPS8
PAX8	WDPCP
PAX8	WT1
PAX8	WWC2
PAX8	WWOX
PAX8	WWP2
PAX8	XXYLT1
PAX8	ZBTB7C
PAX8	ZFAT
PAX8	ZHX3
PAX8	ZMAT4
PAX8	ZMIZ1
PAX8	ZNF385D
PAX8	ZNF521
PAX8	ZNF608
PAX9	KDM5B
PBX1	CYP17A1
PBX1	HOXB1
PBX1	IL10
PBX1	NANOG
PBX1	PF4
PBX1	SOX3
PBX1	VCP
PBX2	ABCC1
PBX2	ABHD2
PBX2	ADAMTS14
PBX2	ADD2
PBX2	ADGRB2
PBX2	ADGRV1
PBX2	AFF1
PBX2	AGAP1
PBX2	AGPAT4
PBX2	AHCYL2
PBX2	AHDC1
PBX2	AHNAK
PBX2	ALDH1A2
PBX2	AMBRA1
PBX2	AMPD3
PBX2	ANK1
PBX2	ANK3
PBX2	ANKRD11
PBX2	ANO10
PBX2	ANTXR2
PBX2	ANXA4
PBX2	APBA2
PBX2	APLF
PBX2	ARHGAP18
PBX2	ARHGAP21
PBX2	ARHGAP22
PBX2	ARHGAP23
PBX2	ARHGAP24
PBX2	ARHGAP25
PBX2	ARHGAP26
PBX2	ARHGAP6
PBX2	ARHGEF1
PBX2	ARHGEF2
PBX2	ARID1A
PBX2	ARID1B
PBX2	ARID5B
PBX2	ARVCF
PBX2	ASAP1
PBX2	ASAP2
PBX2	ATF7IP2
PBX2	ATP2A2
PBX2	ATP2B1
PBX2	ATP2B2
PBX2	ATP2B4
PBX2	ATP6AP1L
PBX2	ATP8B4
PBX2	ATXN7L1
PBX2	BAIAP2
PBX2	BBS2
PBX2	BCAR3
PBX2	BCOR
PBX2	BCR
PBX2	BHLHE40
PBX2	BRD4
PBX2	C3
PBX2	CACNA1A
PBX2	CACNB4
PBX2	CAPZB
PBX2	CAST
PBX2	CASZ1
PBX2	CCND3
PBX2	CCNY
PBX2	CDH23
PBX2	CDK6
PBX2	CDYL
PBX2	CEP85L
PBX2	CHST11
PBX2	CLEC16A
PBX2	CLIP1
PBX2	CLVS1
PBX2	CMIP
PBX2	CNIH3
PBX2	COL15A1
PBX2	COL25A1
PBX2	COLGALT2
PBX2	CORO1C
PBX2	CPEB4
PBX2	CPED1
PBX2	CPNE5
PBX2	CRADD
PBX2	CREB3L2
PBX2	CREBBP
PBX2	CRISPLD2
PBX2	CRPPA
PBX2	CTBS
PBX2	CTC1
PBX2	CTIF
PBX2	CTNNA1
PBX2	CTNNBL1
PBX2	CUBN
PBX2	CUX1
PBX2	CYRIA
PBX2	CYTH1
PBX2	DAPK2
PBX2	DENND1A
PBX2	DENND2B
PBX2	DENND3
PBX2	DGKG
PBX2	DLC1
PBX2	DLEU1
PBX2	DLG1
PBX2	DNAH10
PBX2	DNAJB12
PBX2	DNAJC6
PBX2	DNM2
PBX2	DNMBP
PBX2	DOCK2
PBX2	DPYSL2
PBX2	DST
PBX2	DTNBP1
PBX2	DUSP10
PBX2	DYRK1A
PBX2	DYSF
PBX2	ECE1
PBX2	EDARADD
PBX2	EEF2K
PBX2	EFHC1
PBX2	EGLN3
PBX2	EHBP1
PBX2	EHF
PBX2	EIF3H
PBX2	ELAPOR1
PBX2	ELAPOR2
PBX2	ELL
PBX2	EMX2
PBX2	ENOX2
PBX2	EPAS1
PBX2	EPB41
PBX2	EPB41L1
PBX2	ERN1
PBX2	EVL
PBX2	EXOC4
PBX2	EXTL3
PBX2	FAM13A
PBX2	FANCC
PBX2	FGF13
PBX2	FGGY
PBX2	FHAD1
PBX2	FHL2
PBX2	FILIP1L
PBX2	FLNB
PBX2	FLT1
PBX2	FMO3
PBX2	FNDC3B
PBX2	FOXO3
PBX2	FOXP1
PBX2	FRYL
PBX2	FYN
PBX2	GAB2
PBX2	GABBR2
PBX2	GALNT10
PBX2	GALNT2
PBX2	GARNL3
PBX2	GDPD5
PBX2	GFOD1
PBX2	GMDS
PBX2	GMPR
PBX2	GNA12
PBX2	GOLIM4
PBX2	GRAP2
PBX2	GSDME
PBX2	GSE1
PBX2	GSN
PBX2	GTDC1
PBX2	HDAC4
PBX2	HECW2
PBX2	HERC1
PBX2	HIP1
PBX2	HIVEP3
PBX2	HK1
PBX2	HNRNPLL
PBX2	HOXB3
PBX2	HPCAL1
PBX2	IER5
PBX2	IGF2R
PBX2	IKZF1
PBX2	IL19
PBX2	IL1R1
PBX2	INPP4A
PBX2	IQGAP2
PBX2	IQSEC1
PBX2	ITGA8
PBX2	ITPR1
PBX2	ITSN1
PBX2	JARID2
PBX2	KALRN
PBX2	KANSL1
PBX2	KAZN
PBX2	KCNAB2
PBX2	KCNB1
PBX2	KCNH2
PBX2	KCNMA1
PBX2	KCNN3
PBX2	KDM2B
PBX2	KDM4B
PBX2	KDM4C
PBX2	KIAA0232
PBX2	KIAA0513
PBX2	KIF13A
PBX2	KLF9
PBX2	KSR1
PBX2	LAMB4
PBX2	LAPTM5
PBX2	LDLRAD3
PBX2	LHFPL2
PBX2	LINC01619
PBX2	LINGO1
PBX2	LIPC
PBX2	LITAF
PBX2	LMNA
PBX2	LMO2
PBX2	LRBA
PBX2	LRP2
PBX2	LRRFIP1
PBX2	LTBP1
PBX2	LTBP4
PBX2	LYN
PBX2	MACF1
PBX2	MAD1L1
PBX2	MAGI1
PBX2	MAN1C1
PBX2	MAP2K5
PBX2	MAP4K4
PBX2	MAPK1
PBX2	MAPKAP1
PBX2	MAPKAPK2
PBX2	MAPRE2
PBX2	MARCHF3
PBX2	MAST2
PBX2	MBNL1
PBX2	MBNL2
PBX2	MCC
PBX2	MCF2L2
PBX2	MDGA1
PBX2	ME3
PBX2	MECP2
PBX2	MED15
PBX2	MEGF11
PBX2	MEIS1
PBX2	MFHAS1
PBX2	MICAL2
PBX2	MICAL3
PBX2	MITF
PBX2	MRPS22
PBX2	MRPS27
PBX2	MRTFA
PBX2	MSI2
PBX2	MTSS1
PBX2	MUC4
PBX2	MYH9
PBX2	MYO1D
PBX2	MYOM1
PBX2	NAV1
PBX2	NAV2
PBX2	NBAS
PBX2	NCK2
PBX2	NCOA1
PBX2	NCOR2
PBX2	NDST1
PBX2	NDUFAF6
PBX2	NEB
PBX2	NEDD4L
PBX2	NEK6
PBX2	NEK7
PBX2	NFASC
PBX2	NFATC2
PBX2	NFIA
PBX2	NFIC
PBX2	NFYC
PBX2	NOL4L
PBX2	NR2F2
PBX2	NRCAM
PBX2	NRXN2
PBX2	OPA1
PBX2	OSBP2
PBX2	OSBPL3
PBX2	OSBPL6
PBX2	OSBPL9
PBX2	PACSIN1
PBX2	PACSIN2
PBX2	PAPPA
PBX2	PARD3B
PBX2	PC
PBX2	PCBP1
PBX2	PCYT1A
PBX2	PF4
PBX2	PHACTR2
PBX2	PHF20
PBX2	PHF21A
PBX2	PHLPP1
PBX2	PHTF2
PBX2	PIK3C2B
PBX2	PIK3CG
PBX2	PIK3R1
PBX2	PIP4K2A
PBX2	PIP5K1B
PBX2	PLB1
PBX2	PLCG2
PBX2	PLCL1
PBX2	PLD1
PBX2	PLEKHA7
PBX2	PLEKHH2
PBX2	PLXNA2
PBX2	PREX1
PBX2	PRF1
PBX2	PRKAG2
PBX2	PRKAR2B
PBX2	PRKCB
PBX2	PRKCE
PBX2	PRKCH
PBX2	PRPF31
PBX2	PTK2
PBX2	PTK2B
PBX2	PTPRF
PBX2	PTPRJ
PBX2	PTPRU
PBX2	RAB11FIP4
PBX2	RAB31
PBX2	RAD51B
PBX2	RALGDS
PBX2	RALGPS1
PBX2	RAP1GAP
PBX2	RAPGEF1
PBX2	RAPGEF5
PBX2	RARA
PBX2	RBFOX2
PBX2	RCL1
PBX2	RELN
PBX2	RERE
PBX2	RFX2
PBX2	RGS3
PBX2	RNF217
PBX2	RNF220
PBX2	RNF43
PBX2	ROR2
PBX2	RP1L1
PBX2	RREB1
PBX2	RTN4
PBX2	RTTN
PBX2	RUNX1
PBX2	SAMD4A
PBX2	SCARB1
PBX2	SEC14L1
PBX2	SEPTIN9
PBX2	SERTAD2
PBX2	SGMS1
PBX2	SH2D3C
PBX2	SH3BP5
PBX2	SIL1
PBX2	SIPA1L3
PBX2	SKAP1
PBX2	SLC22A23
PBX2	SLC25A25
PBX2	SLC3A2
PBX2	SLC6A6
PBX2	SLC9A1
PBX2	SMAD3
PBX2	SMAD7
PBX2	SMAP2
PBX2	SMYD3
PBX2	SND1
PBX2	SNX29
PBX2	SNX9
PBX2	SORBS1
PBX2	SOX5
PBX2	SOX6
PBX2	SPATS2L
PBX2	SPIDR
PBX2	SPIRE1
PBX2	SPRED2
PBX2	SPTBN1
PBX2	SPTBN4
PBX2	SRPK2
PBX2	SSBP2
PBX2	SSBP3
PBX2	ST3GAL2
PBX2	ST6GAL1
PBX2	ST8SIA6
PBX2	STAT3
PBX2	STIM1
PBX2	STK10
PBX2	STON2
PBX2	STXBP5
PBX2	SUSD1
PBX2	SYNJ2
PBX2	TACC1
PBX2	TANC1
PBX2	TBC1D1
PBX2	TBC1D14
PBX2	TBC1D31
PBX2	TBL1X
PBX2	TBXAS1
PBX2	TCF4
PBX2	TEAD1
PBX2	TEC
PBX2	TET3
PBX2	TGFBR3
PBX2	TGM2
PBX2	THADA
PBX2	TIAM2
PBX2	TJP2
PBX2	TLE3
PBX2	TLK1
PBX2	TMCC2
PBX2	TMEM120B
PBX2	TMEM131L
PBX2	TMEM164
PBX2	TMEM217
PBX2	TMSB4X
PBX2	TNFAIP8
PBX2	TNIK
PBX2	TNKS1BP1
PBX2	TNRC6B
PBX2	TNS3
PBX2	TOM1L2
PBX2	TPCN1
PBX2	TPD52L1
PBX2	TRAK1
PBX2	TRAPPC9
PBX2	TRIM2
PBX2	TRPS1
PBX2	TSC22D2
PBX2	TSC22D3
PBX2	TSPAN18
PBX2	TTC39A
PBX2	TTC7A
PBX2	TTC7B
PBX2	UBE2H
PBX2	UBR3
PBX2	UGT2B17
PBX2	UNC5B
PBX2	USP10
PBX2	UTRN
PBX2	VCL
PBX2	VCP
PBX2	VEPH1
PBX2	VGLL4
PBX2	VPS13D
PBX2	WNT5B
PBX2	WSCD2
PBX2	XPR1
PBX2	XXYLT1
PBX2	ZBTB16
PBX2	ZBTB38
